สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน,คะแนนสูงสุด,คะแนนต่ำสุด
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกชีววิทยา,มัธยมศึกษา,0,20,107,20,69.4664,57.7720
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอก วิทยาศาสตร์ทั่วไป,มัธยมศึกษา,0,20,83,20,68.8754,51.5820
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และ สังคมศาสตร)์ วิชาเอก ภาษาอังกฤษ,มัธยมศึกษา,0,13,365,13,90.4028,84.5833
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และ สังคมศาสตร)์ วิชาเอกภาษาจีน,มัธยมศึกษา,0,5,79,5,79.6026,73.9554
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และ สังคมศาสตร)์ วิชาเอกสังคม ศึกษา เลือกสอบวิชาสังคม ศึกษา,มัธยมศึกษา,0,17,257,17,78.0416,72.9304
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และ สังคมศาสตร)์ วิชาเอก ภาษาไทย,มัธยมศึกษา,0,15,39,15,81.7944,72.4332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชาศิลปศึกษา วิชาเอก ศิลปศึกษา,ศิลปศึกษา,0,11,124,11,77.0830,66.1275
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกธุรกิจศึกษา,ธุรกิจและอาชีวศึกษา,0,30,140,30,67.7916,59.4054
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสต์รประยุก์ต1,เทคโนโลยีการศึกษา,2732,4,5,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสต์รประยุก์ต2,เทคโนโลยีการศึกษา,2732,4,50,4,73.4860,70.5970
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกคอมพิวเตอร์การศึกษา,เทคโนโลยีการศึกษา,0,5,124,5,63.9693,60.9095
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการปรึกษา และแนะแนว เลือกสอบวิชา ภาษาไทย,จิตวิทยาการปรึกษา การ แนะแนวและการศึกษาพิเศษ,2734,12,367,12,79.7263,75.9638
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการปรึกษา และแนะแนว เลือกสอบวิชา สังคมศึกษา,จิตวิทยาการปรึกษา การ แนะแนวและการศึกษาพิเศษ,2734,12,68,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการปรึกษา และแนะแนว เลือกสอบวิชา คณิตศาสตร์ประยุก์ต2,จิตวิทยาการปรึกษา การ แนะแนวและการศึกษาพิเศษ,2734,12,34,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการปรึกษา และแนะแนว เลือกสอบวิชา วิทยาศาสตร์ประยุกต์,จิตวิทยาการปรึกษา การ แนะแนวและการศึกษาพิเศษ,2734,12,22,0,0.0000,0.0000
